711|923|513|42|36|569|770|4675|1|1|0|0.5545|4.5000|382.0000|39.8315|21.8102|31.6927|117.3500|99.6288|74.4121|9.7337|19.5913|9.5985|15.0784|0.4876|65.0706|52.7489|73.1675|15.4460|27950.0000|2.8688|6.8668|1.2181|50.4206|0.3196|0.1511|0.5618|102.2363|548.5000|382.0000|74.4121|35.0000|-55.0000|72.9529|74.1518|68.7173|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:24.464|P02_Jan2015_000006.tif
712|967|513|28|37|1129|748|4676|1|1|0|0.5545|4.5000|340.0000|29.6354|19.3641|26.5869|94.8660|83.5783|64.2100|9.0418|13.9376|8.2421|12.2472|0.5604|52.6032|43.8489|80.4324|30.1321|27347.0000|2.1064|4.3895|1.1830|57.8736|0.4741|0.2586|0.6895|98.9138|427.0000|340.0000|64.2100|-65.0000|10.0000|82.1265|80.9206|73.5676|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:24.519|P02_Jan2015_000006.tif
713|997|513|39|40|701|504|4679|1|1|0|0.5545|4.5000|617.0000|40.5980|25.1506|32.9126|114.8660|103.4637|133.6830|13.0465|20.0163|11.4508|15.7548|0.5837|63.6932|54.8754|80.8314|19.1365|49873.0000|1.7017|3.0144|1.1489|52.3925|0.5133|0.4280|0.8110|105.7601|682.5000|617.0000|133.6830|-45.0000|30.0000|81.1880|81.5316|76.4571|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:24.664|P02_Jan2015_000006.tif
714|1038|513|54|30|452|93|4680|1|1|0|0.5545|4.5000|351.0000|47.3137|13.1400|34.0989|125.9360|107.1928|66.8665|9.2270|23.7402|4.7909|16.4126|0.2258|69.8315|56.9431|87.9915|18.7913|30885.0000|3.5957|9.1874|1.2122|39.3879|0.1186|0.5696|0.3454|98.2875|460.0000|351.0000|66.8665|15.0000|-70.0000|87.3134|88.9430|84.7863|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:24.714|P02_Jan2015_000006.tif
715|1094|513|78|132|335|587|4684|1|1|0|0.5545|4.5000|4799.0000|125.3141|70.0000|104.7382|449.2600|329.2538|1310.5506|40.8490|66.9914|36.3197|55.5821|0.4905|249.1147|180.0760|73.8948|35.4654|354621.0000|3.3468|8.3953|1.3767|41.7015|0.1657|0.3668|0.6194|100.3944|6852.0000|4799.0000|1310.5506|-80.0000|0.0000|74.6612|74.7129|67.8323|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:24.914|P02_Jan2015_000006.tif
716|1174|513|36|28|480|583|4686|1|1|0|0.5545|4.5000|306.0000|29.4499|17.2635|23.5113|78.5220|73.9097|56.0766|8.4498|13.8347|7.0773|10.5417|0.5587|43.5404|38.4877|70.9379|23.2453|21707.0000|1.6034|2.6616|1.1166|63.8406|0.5799|0.6110|0.8056|101.9250|325.0000|306.0000|56.0766|20.0000|-45.0000|70.5229|71.8889|67.5458|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:25.018|P02_Jan2015_000006.tif
717|1212|513|32|33|467|789|4686|1|1|0|0.5545|4.5000|369.0000|28.7804|23.9125|26.0155|95.9360|81.7819|71.2376|9.5238|13.4635|10.7642|11.9303|0.8649|53.1965|42.8528|87.4038|30.1463|32252.0000|1.9848|3.9846|1.2220|51.4767|0.6960|0.6118|0.8841|101.3933|436.0000|369.0000|71.2376|-40.0000|5.0000|85.1491|88.5068|87.7453|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:25.018|P02_Jan2015_000006.tif
718|1246|513|30|29|825|766|4693|1|1|0|0.5545|4.5000|320.0000|24.4306|20.8698|22.8304|78.6240|71.7695|59.4108|8.6974|11.0515|9.0771|10.1642|0.9302|43.5970|37.3010|90.9938|30.5234|29118.0000|1.5373|2.4155|1.1513|52.9861|0.7712|0.6684|0.9451|103.2381|329.0000|320.0000|59.4108|-50.0000|10.0000|86.8906|92.2531|95.3969|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:25.366|P02_Jan2015_000006.tif
719|0|647|36|35|606|20|4696|1|1|0|0.5545|4.5000|410.0000|30.9643|23.3650|27.5141|102.2800|86.4931|81.2957|10.1739|14.6745|10.4607|12.7613|0.6414|56.7143|45.4652|82.7829|25.3177|33941.0000|2.0304|4.1371|1.2288|41.0638|0.5869|0.5867|0.8153|100.1019|490.0000|410.0000|81.2957|25.0000|-40.0000|81.4415|83.6659|81.7585|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:25.513|P02_Jan2015_000006.tif
720|38|647|48|39|326|227|4698|1|1|0|0.5545|4.5000|692.0000|42.3714|26.8866|35.3770|130.7640|111.2106|153.1471|13.9640|20.9997|12.4134|17.1213|0.6285|72.5086|59.1710|78.2153|27.9410|54125.0000|1.9663|3.9225|1.2118|47.8750|0.5990|0.6995|0.8626|97.5548|800.0000|692.0000|153.1471|35.0000|-55.0000|78.8540|79.2746|71.4205|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:25.613|P02_Jan2015_000006.tif
721|88|647|29|33|392|582|4698|1|1|0|0.5545|4.5000|228.0000|26.2888|19.0263|22.8622|84.3820|71.8693|37.9630|6.9524|12.0819|8.0548|10.1818|0.7802|46.7898|37.3563|80.4649|22.6215|18346.0000|2.4852|5.6297|1.2298|42.5696|0.6199|0.4972|0.7984|100.6514|314.0000|228.0000|37.9630|70.0000|-60.0000|78.8991|81.7368|78.3333|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:25.613|P02_Jan2015_000006.tif
722|119|647|46|39|118|648|4706|1|1|0|0.5545|4.5000|744.0000|41.2342|30.8109|35.9746|128.1780|113.0893|166.7555|14.5712|20.3691|14.5894|17.4527|0.7118|71.0747|60.2128|83.1962|28.1668|61898.0000|1.7573|3.2091|1.1688|43.7692|0.6216|0.6202|0.8958|97.4762|832.5000|744.0000|166.7555|-25.0000|-85.0000|82.1895|84.1290|81.0954|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.019|P02_Jan2015_000006.tif
723|167|647|36|33|883|388|4707|1|1|0|0.5545|4.5000|367.0000|28.0000|23.6274|25.9472|101.9360|81.5674|70.7505|9.4912|13.0307|10.6062|11.8925|0.9244|56.5235|42.7339|88.0436|22.4595|32312.0000|2.2531|4.8731|1.2988|52.5870|0.6449|0.4425|0.8552|103.6729|441.0000|367.0000|70.7505|0.0000|-45.0000|88.5831|88.3733|85.0627|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.063|P02_Jan2015_000006.tif
724|205|647|30|34|119|72|4711|1|1|0|0.5545|4.5000|254.0000|26.7011|21.6211|24.2465|89.4520|76.2211|43.9028|7.4765|12.3105|9.4937|10.9495|0.9363|49.6011|39.7694|70.4567|13.7049|17896.0000|2.5069|5.7002|1.2261|37.7195|0.5336|0.3091|0.6888|94.1958|359.0000|254.0000|43.9028|-75.0000|5.0000|69.9764|71.6693|65.4961|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.271|P02_Jan2015_000006.tif
725|237|647|44|43|640|661|4711|1|1|0|0.5545|4.5000|725.0000|40.4051|31.2648|35.8655|134.6620|112.7462|161.7733|14.3519|19.9094|14.8411|17.3922|0.7666|74.6701|60.0225|77.0552|15.5378|55865.0000|1.9904|4.0033|1.2299|48.7851|0.6378|0.5429|0.8777|104.1048|846.5000|725.0000|161.7733|-55.0000|65.0000|76.8897|78.2966|71.1697|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.271|P02_Jan2015_000006.tif
726|283|647|46|38|209|807|4712|1|1|0|0.5545|4.5000|630.0000|40.9449|23.1147|33.9474|123.2480|106.7167|137.0417|13.2094|20.2087|10.3219|16.3286|0.6050|68.3410|56.6792|86.0333|30.5423|54201.0000|1.9187|3.7620|1.1925|46.5182|0.5990|0.7417|0.8472|98.3140|705.5000|630.0000|137.0417|30.0000|-60.0000|84.1683|87.1270|85.4762|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.319|P02_Jan2015_000006.tif
727|331|647|89|80|395|96|4713|1|1|0|0.5545|4.5000|3909.0000|85.8723|71.0555|80.6554|305.9100|253.5475|1053.4626|36.6239|45.1209|36.9050|42.2282|0.8748|169.6271|138.0968|51.8509|22.8817|202685.0000|1.9051|3.7158|1.2224|66.6703|0.6221|0.5941|0.9277|97.8743|4463.0000|3909.0000|1053.4626|35.0000|70.0000|55.2003|51.9811|42.6982|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.363|P02_Jan2015_000006.tif
728|422|647|40|44|352|16|4715|1|1|0|0.5545|4.5000|511.0000|44.9203|28.5136|36.2735|167.0060|114.0289|106.5702|11.6486|22.4131|13.3156|17.6184|0.6119|92.6048|60.7338|80.7867|20.2367|41282.0000|4.3434|11.5588|1.4997|49.2065|0.3319|0.2868|0.4988|96.0790|791.0000|511.0000|106.5702|50.0000|-20.0000|82.0781|81.2715|75.6660|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.463|P02_Jan2015_000006.tif
729|464|647|30|44|649|638|4715|1|1|0|0.5545|4.5000|456.0000|37.3958|20.9864|30.3337|107.4520|95.3567|92.7277|10.8658|18.2407|9.1417|14.3248|0.5571|59.5821|50.3801|82.0548|23.1883|37417.0000|2.0149|4.0852|1.1688|58.9000|0.5086|0.5681|0.7754|104.3131|532.0000|456.0000|92.7277|-70.0000|10.0000|81.0197|83.3860|78.0373|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.463|P02_Jan2015_000006.tif
730|496|647|31|33|318|831|4715|1|1|0|0.5545|4.5000|262.0000|30.4104|15.4846|24.0248|85.7960|75.5241|45.7518|7.6324|14.3673|6.0910|10.8265|0.3931|47.5739|39.3829|80.4122|23.3640|21068.0000|2.2357|4.8162|1.1890|58.4875|0.4015|0.5748|0.5909|99.6348|307.0000|262.0000|45.7518|-55.0000|40.0000|80.0262|80.4869|80.3333|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.463|P02_Jan2015_000006.tif
731|529|647|37|37|1146|757|4717|1|1|0|0.5545|4.5000|583.0000|31.8827|27.9449|29.8060|101.5920|93.6977|124.9312|12.6122|15.1837|13.0002|14.0322|0.9236|56.3328|49.4601|71.6226|32.3019|41756.0000|1.4088|1.8993|1.1270|39.4333|0.8015|0.7401|0.9651|98.6885|602.5000|583.0000|124.9312|-30.0000|65.0000|72.5163|71.9434|67.8525|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.563|P02_Jan2015_000006.tif
732|568|647|56|35|528|414|4719|1|1|0|0.5545|4.5000|809.0000|51.3219|27.0000|40.7014|155.5920|127.9483|183.8802|15.3011|25.9628|12.4763|20.0737|0.4796|86.2758|68.4521|80.8368|22.1838|65397.0000|2.3813|5.2922|1.2474|56.3333|0.3817|0.5013|0.7103|102.2438|974.0000|809.0000|183.8802|-20.0000|90.0000|81.4030|81.5266|75.8455|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.663|P02_Jan2015_000006.tif
733|626|647|65|44|973|386|4720|1|1|0|0.5545|4.5000|1419.0000|57.6441|36.0000|48.2333|177.7320|151.6256|348.8096|21.0741|29.4684|17.4668|24.2501|0.5925|98.5524|81.5812|84.2741|31.0759|119585.0000|1.7715|3.2584|1.1986|42.0185|0.5243|0.6433|0.8520|102.4479|1550.5000|1419.0000|348.8096|-20.0000|90.0000|86.5349|84.6660|76.4109|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.713|P02_Jan2015_000006.tif
734|693|647|47|47|655|257|4723|1|1|0|0.5545|4.5000|1024.0000|40.6938|38.5912|39.4716|144.1780|124.0825|241.2630|17.5267|20.0695|18.9035|19.3918|0.9903|79.9467|66.3085|89.8818|24.0084|92039.0000|1.6154|2.7054|1.1942|40.2782|0.8044|0.6857|0.9732|105.7515|1123.0000|1024.0000|241.2630|-50.0000|-70.0000|89.8185|90.4937|87.3180|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.865|P02_Jan2015_000006.tif
735|742|647|55|57|98|305|4723|1|1|0|0.5545|4.5000|1517.0000|51.5776|44.6747|48.1500|173.2480|151.3638|375.8049|21.8744|26.1045|22.2769|24.2039|0.9269|96.0660|81.4360|67.0765|27.4295|101755.0000|1.5745|2.5550|1.1711|42.1688|0.7898|0.7647|0.9718|94.9418|1609.5000|1517.0000|375.8049|-70.0000|15.0000|69.5603|67.7653|56.9750|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.865|P02_Jan2015_000006.tif
736|799|647|45|33|226|295|4725|1|1|0|0.5545|4.5000|500.0000|37.3213|23.5911|31.4951|119.6940|99.0076|103.7880|11.4955|18.1994|10.5860|14.9688|0.6530|66.3703|52.4045|80.2120|20.4347|40106.0000|2.2802|4.9618|1.2494|42.0090|0.5211|0.4212|0.7651|96.8227|610.5000|500.0000|103.7880|10.0000|-80.0000|81.1260|81.0240|73.8640|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:26.963|P02_Jan2015_000006.tif
737|846|647|40|49|903|282|4730|1|1|0|0.5545|4.5000|408.0000|46.7750|18.1244|35.6564|134.5220|112.0891|80.8020|10.1430|23.4415|7.5547|17.2762|0.2479|74.5924|59.6581|92.6471|23.4738|37800.0000|3.5295|8.9769|1.2359|54.1280|0.0810|0.1767|0.3247|102.3178|612.5000|408.0000|80.8020|-60.0000|30.0000|92.1854|92.8537|92.2268|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.214|P02_Jan2015_000006.tif
738|888|647|64|77|1154|645|4730|1|1|0|0.5545|4.5000|2496.0000|69.0000|52.3142|61.8015|226.8400|194.2785|649.8142|28.7640|35.7653|26.5130|31.7737|0.8145|125.7828|105.2322|63.4507|29.2301|158373.0000|1.6405|2.7963|1.1883|57.9950|0.7285|0.7891|0.9612|98.6770|2721.5000|2496.0000|649.8142|90.0000|15.0000|67.0954|63.6719|52.9058|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.214|P02_Jan2015_000006.tif
739|954|647|40|30|800|857|4730|1|1|0|0.5545|4.5000|296.0000|32.7554|18.4520|25.9898|97.4520|81.7012|53.7087|8.2695|15.6676|7.7364|11.9161|0.5716|54.0371|42.8081|81.8851|18.8834|24238.0000|2.5532|5.8501|1.2418|46.4778|0.4059|0.4268|0.6675|101.6946|373.0000|296.0000|53.7087|15.0000|-50.0000|81.0648|82.2073|79.1140|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.214|P02_Jan2015_000006.tif
740|996|647|35|35|824|744|4731|1|1|0|0.5545|4.5000|351.0000|35.0585|22.3850|27.9732|110.8660|87.9361|66.8665|9.2270|16.9447|9.9172|13.0159|0.6596|61.4752|46.2653|86.3789|23.1649|30319.0000|2.7866|6.6030|1.3063|65.5922|0.4519|0.2053|0.6959|103.2949|476.5000|351.0000|66.8665|40.0000|-25.0000|87.2194|86.1937|85.2479|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.263|P02_Jan2015_000006.tif
741|1033|647|30|31|273|175|4733|1|1|0|0.5545|4.5000|282.0000|23.8360|20.1359|22.6157|81.2100|71.0946|50.4140|8.0118|10.7218|8.6701|10.0452|0.7806|45.0309|36.9267|82.8511|23.4374|23364.0000|1.8611|3.5663|1.1986|49.3200|0.6119|0.3678|0.8044|95.8043|330.0000|282.0000|50.4140|25.0000|-20.0000|81.7785|83.6713|79.1176|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.363|P02_Jan2015_000006.tif
742|1065|647|77|75|531|636|4733|1|2|0|0.5545|4.5000|1340.0000|85.7374|33.9227|76.9906|321.7700|242.0268|327.1278|20.4086|45.0461|16.3149|40.1961|0.7079|178.4215|131.7086|81.0448|26.7462|108600.0000|6.1486|17.2585|1.5050|43.9883|0.2677|0.2889|0.3091|103.3127|1903.0000|1340.0000|327.1278|50.0000|-20.0000|80.0261|82.3811|77.3415|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.363|P02_Jan2015_000006.tif
743|1144|647|44|42|442|280|4734|1|1|0|0.5545|4.5000|680.0000|38.2128|28.9036|34.3164|127.5920|107.8766|150.0192|13.8207|18.6938|13.5318|16.5332|0.7080|70.7498|57.3223|84.7279|25.5943|57615.0000|1.9051|3.7161|1.2199|33.2931|0.5628|0.4392|0.8676|99.3325|805.0000|680.0000|150.0192|-60.0000|40.0000|84.2985|85.4985|81.9441|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.413|P02_Jan2015_000006.tif
744|0|729|91|63|148|293|4734|1|1|0|0.5545|4.5000|2861.0000|83.1237|51.8845|68.2601|253.1840|214.5817|753.3880|30.9717|43.5969|26.2747|35.3550|0.6050|140.3905|116.4903|50.1636|26.0573|143518.0000|1.7830|3.2982|1.1986|69.1696|0.5225|0.7434|0.8615|96.4852|3129.0000|2861.0000|753.3880|5.0000|-75.0000|54.1206|50.4124|38.6078|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.413|P02_Jan2015_000006.tif
745|93|729|106|101|1022|549|4736|1|1|0|0.5545|4.5000|5218.0000|111.1089|73.1249|93.9506|371.1200|295.3421|1432.1193|42.7016|59.1146|38.0525|49.6004|0.5736|205.7860|161.2719|59.3093|27.9546|309476.0000|2.0490|4.1990|1.4188|55.1538|0.4074|0.6701|0.8243|101.1190|5906.5000|5349.0000|1470.1880|-40.0000|45.0000|63.6857|59.5994|46.6054|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.513|P02_Jan2015_000006.tif
746|201|729|48|65|1196|703|4737|1|1|0|0.5545|4.5000|1294.0000|58.4565|37.6710|50.4517|183.7320|158.5993|314.5385|20.0121|29.9189|18.3933|25.4802|0.5289|101.8794|85.4481|56.7141|22.9891|73388.0000|2.0760|4.2887|1.1837|60.7083|0.4019|0.4856|0.7461|97.9425|1576.0000|1294.0000|314.5385|75.0000|10.0000|60.0533|56.6677|48.3161|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.563|P02_Jan2015_000006.tif
747|251|729|63|65|1097|225|4740|1|1|0|0.5545|4.5000|1827.0000|58.7153|48.2720|53.9302|201.3880|169.5343|461.8145|24.2487|30.0624|24.2716|27.4090|0.9429|111.6696|91.5115|63.9453|23.0569|116828.0000|1.7665|3.2412|1.2115|61.6196|0.7449|0.6874|0.9560|99.6577|2016.0000|1827.0000|461.8145|75.0000|-55.0000|68.0909|63.9179|53.3268|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.713|P02_Jan2015_000006.tif
748|316|729|150|94|473|734|4741|1|1|0|0.5545|4.5000|8096.0000|142.9451|81.4425|118.0290|456.4700|371.0346|2273.5081|53.8026|76.7678|42.6646|62.9518|0.5540|253.1126|203.2434|56.6129|16.3920|458338.0000|2.0481|4.1959|1.2411|59.5254|0.3709|0.7624|0.8204|102.0216|9083.0000|8096.0000|2273.5081|-5.0000|-85.0000|62.1540|56.9097|40.6745|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.763|P02_Jan2015_000006.tif
749|468|729|58|49|304|571|4742|1|1|0|0.5545|4.5000|823.0000|57.5692|24.8799|43.5036|166.8020|136.7574|187.5838|15.4544|29.4269|11.3007|21.6275|0.3934|92.4917|73.3367|70.7643|18.1359|58239.0000|2.6903|6.2928|1.2490|50.4362|0.1811|0.1863|0.5711|99.8668|1038.0000|823.0000|187.5838|-30.0000|50.0000|71.5225|71.8979|63.1166|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.813|P02_Jan2015_000006.tif
750|528|729|32|30|439|712|4745|1|1|0|0.5545|4.5000|343.0000|24.7692|20.2222|23.0397|76.2800|72.4274|64.9334|9.0926|11.2393|8.7180|10.2803|0.8938|42.2973|37.6657|89.3790|25.1275|30657.0000|1.3499|1.6260|1.1085|36.4118|0.8088|0.7345|0.9580|101.3674|351.0000|343.0000|64.9334|-15.0000|-70.0000|88.7143|90.0583|87.8367|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.963|P02_Jan2015_000006.tif
751|562|729|99|91|1168|799|4745|1|1|0|0.5545|4.5000|4142.0000|96.0080|74.3064|86.8073|363.9480|272.8865|1120.5997|37.7729|50.7412|38.7076|45.6394|0.8348|201.8092|148.8203|62.4988|24.7623|258870.0000|2.5448|5.8231|1.3484|57.2424|0.4569|0.4716|0.8664|97.4014|5106.0000|4142.0000|1120.5997|40.0000|-70.0000|66.2323|62.3189|53.7564|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:27.963|P02_Jan2015_000006.tif
752|663|729|32|31|824|445|4746|1|1|0|0.5545|4.5000|333.0000|25.4131|23.0000|24.4988|91.7960|77.0142|62.5257|8.9225|11.5963|10.2583|11.0893|0.9075|50.9009|40.2091|93.5075|27.8853|31138.0000|2.0137|4.0812|1.2439|39.8721|0.6927|0.5270|0.8835|105.6920|402.0000|333.0000|62.5257|55.0000|90.0000|91.4144|93.9339|96.7688|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:28.018|P02_Jan2015_000006.tif
753|697|729|95|69|1114|864|4749|1|1|0|0.5545|4.5000|2881.0000|91.9215|46.8109|72.7898|278.9800|228.8212|759.0797|31.0884|48.4752|23.4614|37.8667|0.4818|154.6944|124.3861|52.4190|24.9354|151019.0000|2.1498|4.5331|1.2368|70.6360|0.3224|0.6544|0.7473|97.6201|3300.0000|2881.0000|759.0797|-25.0000|60.0000|62.6003|51.7800|29.2151|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:28.163|P02_Jan2015_000006.tif
754|794|729|53|33|336|341|4751|1|1|0|0.5545|4.5000|608.0000|45.0069|24.9587|35.4218|137.3500|111.3515|131.3617|12.9327|22.4611|11.3443|17.1461|0.4718|76.1606|59.2492|81.7845|26.7822|49725.0000|2.4691|5.5777|1.2695|39.9449|0.3795|0.5072|0.6905|98.5556|749.5000|608.0000|131.3617|-5.0000|-75.0000|80.2742|83.1773|79.2677|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:28.264|P02_Jan2015_000006.tif
755|849|729|35|42|1|130|4753|1|1|0|0.5545|4.5000|427.0000|34.0000|21.1782|29.3240|110.7640|92.1826|85.5036|10.4339|16.3577|9.2480|13.7649|0.6644|61.4186|48.6200|63.3724|25.2408|27060.0000|2.2864|4.9823|1.2450|44.7500|0.5997|0.5992|0.8436|92.0468|510.0000|427.0000|85.5036|90.0000|25.0000|64.5363|63.9649|57.3349|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:28.364|P02_Jan2015_000006.tif
756|886|729|40|54|700|551|4755|1|1|0|0.5545|4.5000|904.0000|47.5725|31.1010|39.1044|139.9360|122.9281|209.1080|16.3170|23.8837|14.7502|19.1881|0.6850|77.5945|65.6684|75.3131|25.0647|68083.0000|1.7238|3.0920|1.1709|54.1923|0.6167|0.6147|0.8937|105.3010|986.5000|904.0000|209.1080|75.0000|-15.0000|79.6947|75.7190|61.9679|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:28.464|P02_Jan2015_000006.tif
757|928|729|45|32|515|689|4756|1|1|0|0.5545|4.5000|551.0000|37.0373|24.0000|30.7937|111.1080|96.8027|116.7402|12.1917|18.0419|10.8127|14.5799|0.6521|61.6094|51.1819|88.3993|22.8297|48708.0000|1.7829|3.2980|1.1891|50.7549|0.6227|0.6984|0.8730|102.5169|604.5000|551.0000|116.7402|5.0000|90.0000|87.8276|89.1543|86.3067|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:28.513|P02_Jan2015_000006.tif
758|975|729|42|43|543|640|4758|1|1|0|0.5545|4.5000|678.0000|36.7637|29.2843|33.7155|125.1080|105.9876|149.4984|13.7966|17.8902|13.7429|16.2000|0.8523|69.3724|56.2749|80.1372|28.3282|54333.0000|1.8371|3.4844|1.2182|52.2931|0.7639|0.7284|0.9478|103.3252|766.5000|678.0000|149.4984|25.0000|-45.0000|83.1357|81.6829|64.4351|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:28.614|P02_Jan2015_000006.tif
759|1019|729|73|71|544|458|4763|1|1|0|0.5545|4.5000|2547.0000|74.6290|53.5692|63.8575|232.9420|200.7417|664.2498|29.0818|38.8866|27.2089|32.9137|0.6991|129.1663|108.8160|80.5096|29.5561|205058.0000|1.6953|2.9918|1.1804|43.3128|0.5931|0.6379|0.8959|103.3302|2819.0000|2547.0000|664.2498|40.0000|-60.0000|82.9588|81.1618|70.9136|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:28.864|P02_Jan2015_000006.tif
760|1094|729|38|33|67|5|4764|1|1|0|0.5545|4.5000|416.0000|32.3768|21.2844|28.1098|109.3500|88.3656|82.7785|10.2663|15.4577|9.3070|13.0916|0.5514|60.6346|46.5035|70.5865|21.3626|29364.0000|2.2874|4.9854|1.2828|54.6970|0.4685|0.4055|0.7255|91.3413|511.5000|416.0000|82.7785|35.0000|-75.0000|71.3173|71.2356|65.6370|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:44:28.915|P02_Jan2015_000006.tif
